id_dokumen;par_id;tanggal;unit;jenis_laporan;paragraf_raw;paragraf_chars;paragraf_clean;topic_id;topic_score;pestle
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;369;2023;BPOM;dokumen_kebijakan;Direktorat Regitrasi Obat Tradisional, Suplemen Pangan Olahan dan makanan Kesehatan & Kosmetik;94;direktorat regitrasi obat tradisional suplemen pangan olah makan sehat kosmetik;2;0.9535348106329922;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;370;2023;BPOM;dokumen_kebijakan;Direktorat Pengawasan Direktorat Pengawasan Direktorat Pengawasan Direktorat Siber Obat;87;direktorat awas direktorat awas direktorat awas direktorat siber obat;2;0.620434005349513;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;371;2023;BPOM;dokumen_kebijakan;Produksi Obat, Narkotika, Obat Tradisional dan Produksi Pangan Olahan dan Makanan;81;produksi obat narkotika obat tradisional produksi pangan olah makan;2;0.9506368122116576;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;372;2023;BPOM;dokumen_kebijakan;Psikotropika, Prekursor Suplemen Kesehatan Direktorat Pengawasan Distribusi dan Pelayanan Direktorat Pengawasan Direktorat Pengawasan Direktorat Penyidikan;155;psikotropika prekursor suplemen sehat direktorat awas distribusi layan direktorat awas direktorat awas direktorat sidi;2;0.8513987559207256;Economic
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;373;2023;BPOM;dokumen_kebijakan;Obat, Narkotika, Kosmetik Peredaran Pangan Obat dan Makanan Psikotropika dan Prekursor Olahan;93;obat narkotika kosmetik edar pangan obat makan psikotropika prekursor olah;2;0.6959497093806996;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;374;2023;BPOM;dokumen_kebijakan;Direktorat Standardisasi Direktorat Pemberdayaan Direktorat Pemberdayaan Obat, Narkotika, Masyarakat dan Pelaku Masyarakat dan Pelaku;133;direktorat standardisasi direktorat daya direktorat daya obat narkotika masyarakat laku masyarakat laku;2;0.43347702296797735;Social
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;375;2023;BPOM;dokumen_kebijakan;Psikotropika, Prekursor, Usaha Obat Tradisional, Usaha Pangan Zat adiktif Suplemen Kesehatan & Olahan;101;psikotropika prekursor usaha obat tradisional usaha pangan zat adiktif suplemen sehat olah;2;0.789663616919673;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;376;2023;BPOM;dokumen_kebijakan;P O u b s a a t t d d a a n t a m d a a k n a n In a fo n rmasi P D O u a b s y a a a t t d m P a e a n n n m g u e s a m i k a a b P n a e a n n n g g a a n w S a u s m an b er P O u b s a a t t d P a e n n m ge a m ka b n a a n n g a N n a P si e o n n g a u l jian P d u a s n a m t A a n k a a l n is a i n s Kebijakan Obat Unit Pelaksanaan Teknis;351;rmasi jian bijak obat unit laksana teknis;3;0.9163739708187657;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;377;2023;BPOM;dokumen_kebijakan;Gambar 2.1 Struktur Organisasi BPOM 38 LAPORAN TAHUNAN | 2023 dan berdaya dalam memilih dan mengkonsumsi produk Obat dan Makanan yang;133;gambar struktur organisasi bpom lapor tahun 2023 daya pilih konsumsi produk obat makan;3;0.9060566207624184;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;378;2023;BPOM;dokumen_kebijakan;aman dan menyikapi dengan bijak informasi yang beredar, serta melaporkan obat dan makanan yang tidak memenuhi syarat. Untuk mencapai hal ini, BPOM;146;aman sikap bijak informasi edar lapor obat makan tidak penuh syarat capai hal bpom;1;0.6347951367514392;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;379;2023;BPOM;dokumen_kebijakan;melakukan Komunikasi, Informasi, dan Edukasi (KIE) kepada masyarakat. 1.2 Struktur Organisasi;93;laku komunikasi informasi edukasi kie kepada masyarakat struktur organisasi;1;0.7474777025348028;Social
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;380;2023;BPOM;dokumen_kebijakan;Kelembagaan BPOM ditetapkan berdasarkan Peraturan Presiden Nomor 80 Tahun 2017 tentang Badan Pengawas Obat dan Makanan, dan dijabarkan dalam Peraturan BPOM;155;lembaga bpom tetap dasar atur presiden nomor tahun 2017 tentang badan awas obat makan jabar atur bpom;3;0.9739220611106506;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;381;2023;BPOM;dokumen_kebijakan;Nomor 21 Tahun 2020 tentang Organisasi dan Tata Kerja BPOM. BPOM memiliki 30 Unit;81;nomor tahun 2020 tentang organisasi tata kerja bpom bpom milik unit;3;0.9620366286572468;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;382;2023;BPOM;dokumen_kebijakan;Kerja di Pusat dan di 37 provinsi (Balai Besar/Balai/Loka POM) sebagai Unit Pelaksana;85;kerja pusat provinsi balai besar balai loka pom unit laksana;5;0.9536080536000926;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;383;2023;BPOM;dokumen_kebijakan;Teknis di daerah. Organisasi dan tata kerja BPOM Pusat disusun berdasarkan Peraturan;84;teknis daerah organisasi tata kerja bpom pusat susun dasar atur;3;0.7158809451417668;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;384;2023;BPOM;dokumen_kebijakan;BPOM Nomor 21 tahun 2020 tentang Organisasi dan Tata Kerja Badan Pengawas Obat dan Makanan (Berita Negara Republik Indonesia Tahun 2020 Nomor 1002) dan Peraturan;161;bpom nomor tahun 2020 tentang organisasi tata kerja badan awas obat makan berita negara republik indonesia tahun 2020 nomor 1002 atur;3;0.9791454321453247;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;385;2023;BPOM;dokumen_kebijakan;BPOM Nomor 13 tahun 2022 tentang Perubahan Atas Peraturan Badan Pengawas Obat dan Makanan Nomor 21 tahun 2020 tentang Organisasi dan Tata Kerja Badan Pengawas;158;bpom nomor tahun 2022 tentang ubah atas atur badan awas obat makan nomor tahun 2020 tentang organisasi tata kerja badan awas;3;0.9801207629464619;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;386;2023;BPOM;dokumen_kebijakan;Obat dan Makanan (Berita Negara Republik Indonesia Tahun 2022 Nomor 629). Untuk organisasi dan tata kerja Unit Pelaksana Teknis di Lingkungan BPOM disusun;154;obat makan berita negara republik indonesia tahun 2022 nomor 629 organisasi tata kerja unit laksana teknis lingkung bpom susun;3;0.9754294325635003;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;387;2023;BPOM;dokumen_kebijakan;berdasarkan Peraturan BPOM Nomor 19 tahun 2023 tentang Organisasi dan Tata Kerja;80;dasar atur bpom nomor tahun 2023 tentang organisasi tata kerja;3;0.9582845657372346;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;388;2023;BPOM;dokumen_kebijakan;Unit Pelaksana Teknis Pada Badan Pengawas Obat dan Makanan (Berita Negara Republik Indonesia Tahun 2023 Nomor 611).;115;unit laksana teknis badan awas obat makan berita negara republik indonesia tahun 2023 nomor 611;3;0.9329421773080598;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;389;2023;BPOM;dokumen_kebijakan;Gambar 2.2 Sebaran UPT BPOM UPT BPOM terdapat di seluruh indonesia yang terdiri dari:;85;gambar sebar upt bpom upt bpom dapat seluruh indonesia diri;5;0.7175604687667219;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;390;2023;BPOM;dokumen_kebijakan;21 Balai Besar POM yaitu: BBPOM di Jakarta;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;391;2023;BPOM;dokumen_kebijakan;LAPORAN TAHUNAN | 2023 39 BBPOM di Surabaya;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;392;2023;BPOM;dokumen_kebijakan;Mataram;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;393;2023;BPOM;dokumen_kebijakan;BBPOM di Makassar;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;394;2023;BPOM;dokumen_kebijakan;Lampung. 21 Balai POM yaitu: BPOM di Sofifi;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;395;2023;BPOM;dokumen_kebijakan;Kendari;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;396;2023;BPOM;dokumen_kebijakan;di Manokwari;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;397;2023;BPOM;dokumen_kebijakan;BPOM di Payakumbuh. 34 Loka POM yaitu: Loka POM di Kabupaten Banyumas;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;398;2023;BPOM;dokumen_kebijakan;di Kota Baubau;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;399;2023;BPOM;dokumen_kebijakan;Tanimbar;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;400;2023;BPOM;dokumen_kebijakan;Penuh;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;401;2023;BPOM;dokumen_kebijakan;Kabupaten Hulu Sungai Utara;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;402;2023;BPOM;dokumen_kebijakan;POM di Kabupaten Buleleng;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;403;2023;BPOM;dokumen_kebijakan;di Kota Tanjung Pinang;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;404;2023;BPOM;dokumen_kebijakan;Kabupaten Toba;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;405;2023;BPOM;dokumen_kebijakan;POM di Kabupaten Manggarai Barat Loka POM di Kabupaten Belu;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;406;2023;BPOM;dokumen_kebijakan;POM di Kabupaten Sumba Timur. 1.3 Aspek Strategis Organisasi BPOM memiliki peran yang signifikan dalam mendukung kemajuan Bangsa;128;pom kabupaten sumba timur aspek strategis organisasi bpom milik peran signifikan dukung maju bangsa;3;0.6114693376481534;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;407;2023;BPOM;dokumen_kebijakan;Indonesia sebagai institusi yang diberi mandat menjalankan tugas pemerintah di bidang pengawasan Obat dan Makanan. Tugas dan fungsi pengawasan;142;indonesia institusi beri mandat jalan tugas perintah bidang awas obat makan tugas fungsi awas;3;0.6798342826017598;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;408;2023;BPOM;dokumen_kebijakan;Obat dan Makanan merupakan suatu fungsi strategis nasional dalam upaya perlindungan dan peningkatan kualitas hidup masyarakat Indonesia serta;141;obat makan rupa suatu fungsi strategis nasional upaya lindung tingkat kualitas hidup masyarakat indonesia;3;0.9678843924660848;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;409;2023;BPOM;dokumen_kebijakan;40 LAPORAN TAHUNAN | 2023 mendukung daya saing nasional. Oleh karena itu menjadi salah;86;lapor tahun 2023 dukung daya saing nasional jadi salah;3;0.9443564421896438;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;410;2023;BPOM;dokumen_kebijakan;satu agenda reformasi pembangunan nasional bidang kesehatan. Pengawasan Obat dan Makanan berdampak terhadap 5 (lima);116;satu agenda reformasi bangun nasional bidang sehat awas obat makan dampak lima;3;0.9618443272287838;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;411;2023;BPOM;dokumen_kebijakan;aspek strategis Nasional, yaitu: 1. Aspek Kesehatan. Pengawasan Obat dan Makanan dalam;86;aspek strategis nasional aspek sehat awas obat makan;3;0.9443766370111648;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;412;2023;BPOM;dokumen_kebijakan;rangka mengawal kualitas hidup manusia Indonesia dengan menjamin produk Obat dan Makanan yang beredar memenuhi;110;rangka awal kualitas hidup manusia indonesia jamin produk obat makan edar penuh;3;0.6711436493783323;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;413;2023;BPOM;dokumen_kebijakan;standar keamanan, khasiat/manfaat, dan mutu;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;414;2023;BPOM;dokumen_kebijakan;ditujukan untuk mengawal bonus demografi, meningkatkan kepercayaan masyarakat terhadap pelayanan pemerintah;107;tuju awal bonus demografi tingkat percaya masyarakat layan perintah;1;0.9476408840774354;Social
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;415;2023;BPOM;dokumen_kebijakan;bidang kesehatan dan terhadap kualitas produk Obat dan Makanan yang beredar;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;416;2023;BPOM;dokumen_kebijakan;mendorong daya saing produk, mencegah hilangnya pemasukan negara dari pajak, distorsi pasar akibat peredaran produk ilegal;122;dorong daya saing produk cegah hilang pasu negara pajak distorsi pasar akibat edar produk ilegal;1;0.641760242337718;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;417;2023;BPOM;dokumen_kebijakan;dan penyelundupan Obat dan Makanan;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;418;2023;BPOM;dokumen_kebijakan;untuk mencegah penyalahgunaan Obat dan bioterorisme dengan meningkatkan penegakan hukum terhadap kasus;102;cegah penyalahgunaan obat bioterorisme tingkat tega hukum kasus;3;0.7727751621490108;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;419;2023;BPOM;dokumen_kebijakan;pelanggaran/ kejahatan Obat dan Makanan yang merupakan kejahatan kemanusiaan. 5. Aspek Teknologi. Meningkatkan Pengawasan Obat dan Makanan;138;langgar jahat obat makan rupa jahat manusia aspek teknologi tingkat awas obat makan;3;0.9582789355986521;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;420;2023;BPOM;dokumen_kebijakan;berbasis teknologi informasi untuk menghadapi tren peredaran obat dan makanan daring di era Revolusi Industri 4.0.;114;bas teknologi informasi hadap tren edar obat makan daring era revolusi industri;3;0.529751901627934;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;421;2023;BPOM;dokumen_kebijakan;Pengawasan Obat dan Makanan juga bersifat multilevel dan multisektor. Oleh karenanya, hal terpenting dalam Sistem Pengawasan;124;awas obat makan juga sifat multilevel multisektor karena hal penting sistem awas;3;0.47286689434718754;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;422;2023;BPOM;dokumen_kebijakan;Obat dan Makanan adalah keterlibatan semua pihak, baik lintas kementerian dan lembaga di pemerintah pusat, maupun pemerintah;124;obat makan libat semua pihak baik lintas menteri lembaga perintah pusat maupun perintah;3;0.646870931172505;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;423;2023;BPOM;dokumen_kebijakan;daerah, serta sektor swasta, lembaga profesi, dan juga kelompok masyarakat sipil yang lebih luas.;97;daerah sektor swasta lembaga profesi juga kelompok masyarakat sipil lebih luas;3;0.9558298611381078;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;424;2023;BPOM;dokumen_kebijakan;1.4 Perkembangan Manajemen Kinerja, Organisasi, dan Tata Laksana 1.4.1 Penataan Organisasi dalam Rangka Penyederhanaan;118;kembang manajemen kerja organisasi tata laksana tata organisasi rangka sederhana;3;0.5948464757962671;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;425;2023;BPOM;dokumen_kebijakan;Birokrasi Implementasi penyederhanaan birokrasi dilakukan melalui 3 (tiga) tahapan yaitu Penyederhanaan struktur organisasi,;124;birokrasi implementasi sederhana birokrasi laku tiga tahap sederhana struktur organisasi;3;0.9400867157340295;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;426;2023;BPOM;dokumen_kebijakan;Penyetaraan jabatan, dan Penyesuaian sistem kerja. BPOM telah LAPORAN TAHUNAN | 2023 41;87;tara jabat sesuai sistem kerja bpom telah lapor tahun 2023;3;0.9536054076844556;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;427;2023;BPOM;dokumen_kebijakan;melaksanakan penyederhanaan birokrasi melalui penyederhanaan struktur organisasi dan penyetaraan jabatan pada tahun 2020. Untuk mewujudkan;138;laksana sederhana birokrasi sederhana struktur organisasi tara jabat tahun 2020 wujud;3;0.9535879722724974;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;428;2023;BPOM;dokumen_kebijakan;organisasi yang lebih sederhana dan lincah, maka tahapan selanjutnya yang dilakukan ialah penyesuaian sistem kerja melalui penyesuaian mekanisme;144;organisasi lebih sederhana lincah tahap lanjut laku sesuai sistem kerja sesuai mekanisme;3;0.9475534205578008;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;429;2023;BPOM;dokumen_kebijakan;kerja dan proses bisnis dengan memanfaatkan sistem pemerintahan berbasis elektronik. Tujuan dilakukannya penyesuaian sistem kerja adalah untuk;142;kerja proses bisnis manfaat sistem perintah bas elektronik tuju laku sesuai sistem kerja;4;0.6137278838948279;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;430;2023;BPOM;dokumen_kebijakan;mewujudkan proses kerja yang efektif dan efisien;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;437;2023;BPOM;dokumen_kebijakan;Birokrasi (RB) berdasarkan perubahan Road Map RB tahun 2020-2024. Road Map RB Nasional tahun 2020-2024 dilakukan perubahan sebagaimana;134;birokrasi dasar ubah road map tahun 2020 2024 road map nasional tahun 2020 2024 laku ubah bagaimana;3;0.9712195270540606;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;438;2023;BPOM;dokumen_kebijakan;telah diatur pada Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PANRB) Republik Indonesia Nomor 3 Tahun 2023 tentang;143;telah atur atur menteri pendayagunaan aparatur negara reformasi birokrasi panrb republik indonesia nomor tahun 2023 tentang;3;0.538705524616442;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;439;2023;BPOM;dokumen_kebijakan;Perubahan Atas Peraturan Menteri PANRB Nomor 25 Tahun 2020 tentang Road Map Reformasi Birokrasi 2020-2024 dengan penajaman pada tujuan road map,;144;ubah atas atur menteri panrb nomor tahun 2020 tentang road map reformasi birokrasi 2020 2024 najam tuju road map;3;0.8222681250353789;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;440;2023;BPOM;dokumen_kebijakan;penetapan program dan kegiatan utama yang lebih fokus dan berdampak, fokus RB Tematik untuk percepatan penyelesaian masalah hilir, dan penajaman;144;tetap program giat utama lebih fokus dampak fokus tematik cepat selesai masalah hilir najam;3;0.5266460431244934;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;441;2023;BPOM;dokumen_kebijakan;indikator RB. Penajaman pada Road Map RB BPOM tahun 2020-2024 merupakan strategi;80;indikator najam road map bpom tahun 2020 2024 rupa strategi;3;0.9509431023171296;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;442;2023;BPOM;dokumen_kebijakan;percepatan dalam rangka mencapai tujuan RB untuk terwujudnya birokrasi yang bersih, efektif, dan berdaya saing mendorong pembangunan nasional;141;cepat rangka capai tuju wujud birokrasi bersih efektif daya saing dorong bangun nasional;3;0.6996725229494605;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;443;2023;BPOM;dokumen_kebijakan;dan pelayanan publik. Berkenaan dengan hal tersebut, BPOM telah melakukan penyesuaian kebijakan RB BPOM sesuai kebijakan RB Nasional terkini melalui;148;layan publik kena hal bpom telah laku sesuai bijak bpom sesuai bijak nasional kini;3;0.9676746650742526;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;444;2023;BPOM;dokumen_kebijakan;penetapan 2 (dua) Keputusan Kepala BPOM sebagai berikut: 1. Keputusan Kepala BPOM Nomor 164 Tahun 2023 tentang Tim RB BPOM.;123;tetap dua putus kepala bpom ikut putus kepala bpom nomor 164 tahun 2023 tentang tim bpom;3;0.9690328858827361;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;445;2023;BPOM;dokumen_kebijakan;2. Keputusan Kepala BPOM Nomor 165 Tahun 2023 tentang Perubahan Road Map RB BPOM Tahun 2020-2024.;97;putus kepala bpom nomor 165 tahun 2023 tentang ubah road map bpom tahun 2020 2024;3;0.9691031426783232;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;446;2023;BPOM;dokumen_kebijakan;42 LAPORAN TAHUNAN | 2023 Untuk RB General, BPOM menerapkan seluruh Kegiatan Utama RB General;93;lapor tahun 2023 general bpom terap seluruh giat utama general;3;0.5179604468622285;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;447;2023;BPOM;dokumen_kebijakan;secara mandatory untuk tahun 2023-2024. Namun demikian, terdapat prioritas Kegiatan Utama RB General untuk pelaksanaan masing-masing tahun 2023;143;cara mandatory tahun 2023 2024 demikian dapat prioritas giat utama general laksana masing masing tahun 2023;3;0.74873746629413;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;448;2023;BPOM;dokumen_kebijakan;dan 2024 yang selanjutnya dijabarkan dalam bentuk rencana aksi tahunan sesuai Keputusan Sekretaris Utama BPOM Nomor HK.02.2.22.06.23.135 Tahun;142;2024 lanjut jabar bentuk rencana aksi tahun sesuai putus sekretaris utama bpom nomor 135 tahun;3;0.9636780358847447;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;449;2023;BPOM;dokumen_kebijakan;2023 tentang Rencana Aksi Reformasi Birokrasi BPOM Tahun 2023. Untuk RB Tematik, BPOM menetapkan 5 (lima) tema dalam penerapan RB Tematik tahun;143;2023 tentang rencana aksi reformasi birokrasi bpom tahun 2023 tematik bpom tetap lima tema terap tematik tahun;3;0.9665456275381323;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;450;2023;BPOM;dokumen_kebijakan;2023-2024 yang dalam pelaksanaannya berkolaborasi dengan pemangku kepentingan (stakeholders) dan masyarakat yang terdiri atas:;126;2023 2024 laksana kolaborasi mang penting stakeholders masyarakat diri atas;3;0.9401813395886762;Social
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;451;2023;BPOM;dokumen_kebijakan;1. Pengentasan Kemiskinan;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;452;2023;BPOM;dokumen_kebijakan;4. Peningkatan Penggunaan Produk Dalam Negeri (PDN);;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;453;2023;BPOM;dokumen_kebijakan;Indeks RB tahun 2023 sebesar 89,12 dengan kategori “A-“ (predikat “Memuaskan dengan Catatan”), dengan rincian sebagai berikut:;126;indeks tahun 2023 besar kategori predikat muas catat rincian ikut;2;0.47190127465933474;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;454;2023;BPOM;dokumen_kebijakan;Kategori Hasil evaluasi Reformasi Birokrasi RB General 82.58 Kategori Nilai Predikat;84;kategori hasil evaluasi reformasi birokrasi general kategori nilai predikat;4;0.5003738913125648;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;455;2023;BPOM;dokumen_kebijakan;RB Tematik 6.54 AA >100 Sangat memuaskan Total Nilai 89.12 A >80-100 Memuaskan A- Memuaskan dengan Catatan;106;tematik 100 sangat muas total nilai 100 muas muas catat;2;0.9401582451025857;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;456;2023;BPOM;dokumen_kebijakan;Total Boot RB General 100 BB >70-80 Sangat Baik Bobot RB General 100 B >60-70 Baik;82;total boot general 100 sangat baik bobot general 100 baik;4;0.5211959745777824;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;457;2023;BPOM;dokumen_kebijakan;Penyesuaian CC > 50-60 Cukup RB General Penyesuaian 82.58 C >30-50 Kurang Index RB 89.12 D 0-30 Sangat Kurang;109;sesuai cukup general sesuai kurang index sangat kurang;4;0.9163218628797627;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;458;2023;BPOM;dokumen_kebijakan;1.4.3 Peningkatan Klasifikasi UPT di Lingkungan BPOM Dalam rangka mewujudkan organisasi yang tepat fungsi, tepat proses dan;123;tingkat klasifikasi upt lingkung bpom rangka wujud organisasi tepat fungsi tepat proses;5;0.6913132601842304;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;459;2023;BPOM;dokumen_kebijakan;tepat ukuran sehingga pengawasan Obat dan Makanan dapat berjalan secara efektif di seluruh wilayah Indonesia, BPOM melakukan evaluasi kelembagaan;145;tepat ukur awas obat makan dapat jalan cara efektif seluruh wilayah indonesia bpom laku evaluasi lembaga;3;0.6135779313406566;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;460;2023;BPOM;dokumen_kebijakan;UPT di Lingkungan BPOM. Sebagai tindak lanjut dari penyederhanaan birokrasi, telah dilakukan perubahan kriteria klasifikasi UPT BPOM yang menyederhanakan;153;upt lingkung bpom tindak lanjut sederhana birokrasi telah laku ubah kriteria klasifikasi upt bpom sederhana;5;0.5087766216474273;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;461;2023;BPOM;dokumen_kebijakan;LAPORAN TAHUNAN | 2023 43 tipologi UPT BPOM yang semula 4 (empat) klasifikasi menjadi 3 (tiga) klasifikasi.;107;lapor tahun 2023 tipologi upt bpom mula empat klasifikasi jadi tiga klasifikasi;5;0.5680403718906063;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;462;2023;BPOM;dokumen_kebijakan;Kriteria klasifikasi UPT BPOM digunakan sebagai instrumen evaluasi kelembagaan UPT untuk evaluasi penentuan besaran organisasi yang didasarkan pada beban;153;kriteria klasifikasi upt bpom guna instrumen evaluasi lembaga upt evaluasi tentu besar organisasi dasar beban;5;0.9634939224764302;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;463;2023;BPOM;dokumen_kebijakan;kerja dan kompleksitas pelaksanaan tugas dan fungsi UPT pada BPOM dalam rangka penataan organisasi UPT di Lingkungan BPOM.;122;kerja kompleksitas laksana tugas fungsi upt bpom rangka tata organisasi upt lingkung bpom;3;0.5033982322709372;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;464;2023;BPOM;dokumen_kebijakan;Berdasarkan hasil evaluasi kelembagaan UPT di Lingkungan BPOM tahun 2023, diperoleh hasil peningkatan 8 Loka POM setingkat eselon IV menjadi Balai POM;150;dasar hasil evaluasi lembaga upt lingkung bpom tahun 2023 oleh hasil tingkat loka pom tingkat eselon jadi balai pom;5;0.712061659908661;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;465;2023;BPOM;dokumen_kebijakan;setingkat eselon III, pembentukan 3 Loka POM baru, serta perubahan nama, lokasi, dan wilayah kerja 45 UPT BPOM, sebagai berikut:;128;tingkat eselon iii bentuk loka pom baru ubah nama lokasi wilayah kerja upt bpom ikut;5;0.9650520856132532;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;466;2023;BPOM;dokumen_kebijakan;Tabel 2.1 Peningkatan Klasifikasi UPT di Lingkungan BPOM Peningkatan Klasifikasi UPT 8 Loka POM menjadi Balai POM;113;tabel tingkat klasifikasi upt lingkung bpom tingkat klasifikasi upt loka pom jadi balai pom;5;0.9673734681236541;Uncategorized
